origem;ano;geral_project_id;geral_titulo;geral_data_ini;geral_data_fim;geral_dias_campanha;geral_percentual_arrecadado;geral_meta;geral_meta_corrigida;geral_arrecadado;geral_arrecadado_corrigido;geral_modalidade;geral_status;geral_uf_br;geral_uf;geral_municipio;geral_city_id;geral_capa_imagem;geral_capa_video;geral_content_rating;geral_conteudo_adulto;geral_contributed_by_friends;geral_posts;geral_total_apoiadores;geral_total_contribuicoes;autoria_classificacao;autoria_nome;autoria_nome_publico;recompensas_menor_nominal;recompensas_menor_ajustado;recompensas_quantidade;social_newsletter;social_projetos_contribuidos;social_projetos_publicados;social_seguidores;mencoes_angelo_agostini;mencoes_ccxp;mencoes_disputa;mencoes_erotismo;mencoes_fantasia;mencoes_ficcao_cientifica;mencoes_fiq;mencoes_folclore;mencoes_herois;mencoes_hqmix;mencoes_humor;mencoes_jogos;mencoes_lgbtqiamais;mencoes_midia_independente;mencoes_politica;mencoes_questoes_genero;mencoes_religiosidade;mencoes_saloes_humor;mencoes_terror;mencoes_webformatos;mencoes_zine
catarse;2019;100844;TRAMBIK;2019-09-04T11:08:51.664763;2019-10-15T02:59:59.999999;40,0;41,0;4500,0;4514,414297095232;1845,0;1850,909861809045;aon;failed;SP;SP;São Paulo;5274;False;True;1,0;False;False;4;51;51;masculino;airton marinho;airton marinho;30,0;30,096095313968213;1;False;26;1;57;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;True;False;False
catarse;2019;100860;Diário de Viagem da Dra. Invisibilis;2019-09-05T20:15:52.886903;2019-10-16T02:59:59.999999;40,0;165,9;10000,0;10032,031771322738;16590,0;16643,14070862442;aon;successful;SP;SP;São Paulo;5274;False;True;1,0;False;False;2;207;213;feminino;marina fraguas;marina fraguas;160,0;160,5125083411638;1;True;18;4;104;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
catarse;2019;100866;Os Cavaleiros das Trevas;2019-08-14T00:18:12.025453;2019-11-02T02:59:59.999999;80,0;545,7717142857143;3500,0;3514,0195935626257;19102,01;19178,52497612263;flex;successful;SP;SP;São Paulo;5274;False;True;1,0;False;False;35;221;221;empresa;skript editora e eventos ltda;skript editora;119,0;119,47666618112927;1;False;66;211;2646;False;False;True;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False
catarse;2019;100874;OSÉIAS (2019) #1;2019-08-08T14:59:37.823916;2019-09-23T02:59:59.999999;45,0;150,31442857142858;7000,0;7028,039187125251;10522,01;10564,156943903396;aon;successful;SP;SP;São Paulo;5274;False;True;1,0;False;False;14;256;257;masculino;johnatan marques silva;johnatan marques;150,0;150,60083972411255;1;False;27;2;92;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
catarse;2019;100907;Cabra D'Água e Opticus;2019-08-07T03:02:26.65694;2019-08-30T02:59:59.999999;22,0;125,45;10000,0;10040,055981607502;12545,0;12595,250228926612;aon;successful;SP;SP;São Paulo;5274;False;True;1,0;False;False;2;146;149;empresa;erick santos cardoso editora;editora draco;60,0;60,24033588964502;1;False;115;53;1280;False;False;True;False;True;True;False;False;True;False;True;True;False;False;False;False;True;False;True;False;False
catarse;2019;100922;Mayara & Annabelle: Hora Extra;2019-08-07T12:15:44.53447;2019-10-07T02:59:59.999999;60,0;128,80673333333334;15000,0;15060,083972411256;19321,01;19398,402202119836;aon;successful;SP;SP;São Paulo;5274;False;True;1,0;False;False;29;275;294;masculino;pablo lins casado;talles rodrigues;250,0;251,00139954018758;1;True;22;7;169;False;False;True;False;True;True;False;True;False;True;False;False;False;False;True;False;True;False;True;False;False
catarse;2019;100994;Grande Almanaque dos Super-heróis Brasileiros;2019-09-03T15:00:13.949986;2019-10-14T02:59:59.999999;40,0;250,66;25000,0;25080,079428306846;62665,0;62865,727094993934;flex;successful;SP;SP;São Paulo;5274;False;True;1,0;False;False;27;345;360;coletivo;chiaroscuro studios ltda. me;chiaroscuro studios;500,0;501,6015885661369;1;True;201;6;617;False;True;True;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;True;False;False
catarse;2019;101091;O Triste Destino da Namorada do Ultra-Homem;2019-08-12T17:09:31.998251;2019-10-12T02:59:59.999999;60,0;27,22;5000,0;5020,027990803751;1361,0;1366,451619096781;flex;successful;SP;SP;Catanduva;4836;False;True;1,0;False;False;2;31;31;masculino;fernando rodriguez fontana;fernando fontana;120,0;120,48067177929003;1;False;2;1;5;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;True;False;True;False;False
catarse;2019;101096;HarmoniHQ;2019-08-30T14:50:14.558497;2019-10-30T02:59:59.999999;60,0;107,11851851851851;13500,0;13554,075575170127;14461,0;14518,92495500261;aon;successful;SP;SP;Presidente Bernardes;5174;False;True;1,0;False;False;20;201;228;masculino;fabio gesse dalphorno;estúdio armon;400,0;401,6022392643001;1;False;156;18;250;False;False;True;False;True;True;False;True;False;False;False;True;False;False;False;False;True;False;True;False;False
catarse;2019;101102;Revista Banda;2019-08-19T16:23:46.312222;2019-09-29T02:59:59.999999;40,0;141,18188679245284;7950,0;7981,844505377964;11223,96;11268,918673532335;aon;successful;SP;SP;São Paulo;5274;False;True;1,0;False;False;12;368;369;empresa;douglas junior utescher alves;ugra press;100,0;100,40055981607503;1;False;5;3;120;False;False;True;True;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;True
catarse;2019;101114;viver uma aventura uma ação;2019-10-04T23:56:27.566587;2020-01-03T02:59:59.999999;90,0;0,0;4000,0;4009,2044463666666;0,0;0,0;flex;failed;PE;PE;Olinda;3298;False;True;1,0;False;False;0;0;0;masculino;jorge luiz almeida de frança junior;jorge junior;50,0;50,115055579583334;1;True;0;2;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
catarse;2019;101216;Higor Pesadelos;2019-08-15T14:13:42.685965;2019-10-15T02:59:59.999999;60,0;37,169666666666664;15000,0;15060,083972411256;5575,45;5597,783012265354;flex;successful;SP;SP;São José dos Campos;5269;False;True;1,0;False;False;11;82;84;feminino;suzanne cascardi;suzanne cascardi;85,0;85,34047584366377;1;False;5;1;42;False;True;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False
catarse;2019;101303;Vlad;2019-08-14T15:51:49.557991;2019-10-14T02:59:59.999999;60,0;34,25;6000,0;6024,033588964501;2055,0;2063,231504220342;aon;failed;SP;SP;Cosmópolis;4853;False;True;1,0;False;False;2;43;46;masculino;joão gabriel;joão gabriel;400,0;401,6022392643001;1;False;9;1;27;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;True;False;False;True;False
catarse;2019;101308;Santo Pinhão;2019-08-21T02:04:47.061081;2019-10-10T02:59:59.999999;50,0;37,375;4000,0;4016,0223926430012;1495,0;1500,9883692503217;flex;successful;SP;SP;Ourinhos;5102;False;True;1,0;False;False;1;30;30;masculino;fabiano ferreira;fabiano ferreira;500,0;502,00279908037515;1;False;8;2;43;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False
catarse;2019;101325;Pipo;2019-09-16T14:26:45.582809;2019-11-01T02:59:59.999999;45,0;182,96315789473684;9500,0;9530,430182756601;17381,5;17437,176023324617;aon;successful;PR;PR;Curitiba;2882;False;True;1,0;False;False;18;309;315;feminino;lorena giostri cardoso;lorena giostri;55,0;55,17617474227506;1;False;18;2;86;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False
catarse;2019;101328;Hayu Marca;2019-09-04T14:58:29.827502;2019-10-20T02:59:59.999999;45,0;131,4;7500,0;7524,023828492052;9855,0;9886,567310638557;aon;successful;SP;SP;São Paulo;5274;False;True;1,0;False;False;4;92;95;coletivo;amanda calmon martinelli;amanda martinelli e cainã fontes;50,0;50,160158856613684;1;False;0;1;7;False;True;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False
catarse;2019;101409;Boa Noite, Boa Sorte;2019-10-15T11:28:14.832681;2019-11-30T02:59:59.999999;45,0;142,72;5000,0;5011,505557958333;7136,0;7152,420732318134;aon;successful;SP;SP;São Paulo;5274;False;True;1,0;False;False;7;148;148;feminino;talita albuquerque hayata;lita hayata;65,0;65,14957225345833;1;False;67;3;74;False;False;True;False;True;False;False;False;False;False;False;True;False;False;False;False;True;False;True;True;False
catarse;2019;101428;The Rift;2019-08-19T19:58:37.543347;2019-10-09T02:59:59.999999;50,0;36,63461538461539;15600,0;15662,487331307702;5715,0;5737,891993488688;flex;successful;PI;PI;Teresina;3586;False;True;1,0;False;False;2;105;106;masculino;leno carvalho;leno carvalho;40,0;40,16022392643001;1;True;5;1;36;False;True;True;False;True;True;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False
catarse;2019;101483;EU SOU LUME;2019-08-21T21:34:40.067601;2019-10-21T02:59:59.999999;60,0;109,79568181818182;22000,0;22088,123159536506;24155,05;24251,805423852828;aon;successful;RJ;RJ;Rio de Janeiro;3662;False;True;1,0;False;False;15;206;213;masculino;pericles júnior;pj kaiowá;160,0;160,64089570572003;1;False;43;2;132;False;False;False;True;False;False;False;False;True;False;False;True;False;False;True;False;False;False;True;False;False
catarse;2019;101488;Brad Barron Vol. 1;2019-08-16T18:11:23.700414;2019-10-16T02:59:59.999999;60,0;113,84705882352941;17000,0;17068,095168732754;19354,0;19431,524346803162;flex;successful;RJ;RJ;Nova Iguaçu;3644;False;True;1,0;False;False;19;232;243;empresa;cds desenho técnico e informática ltda - me;graphite editora;310,0;311,2417354298326;1;False;25;17;910;False;False;True;False;True;True;False;False;True;False;False;False;True;True;False;False;False;False;True;False;False
catarse;2019;101652;Kaminari RessaKa 2019;2019-08-19T22:55:36.045012;2019-10-29T02:59:59.999999;70,0;4,206666666666667;15000,0;15060,083972411256;631,0;633,5275324394335;flex;successful;RO;RO;Porto Velho;4386;False;True;1,0;False;False;4;35;37;masculino;pedro henrique da silva régis;kaminari rondonia;500,0;502,00279908037515;1;True;0;5;19;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False
catarse;2019;101729;O TOMBO;2019-08-20T20:32:41.947109;;;0,0;;;0,0;0,0;sub;successful;PA;PA;Parauapebas;2510;True;True;1,0;False;False;5;0;0;masculino;gillian almeida;misterio;35,0;35,14019593562626;1;False;4;2;78;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
catarse;2019;101762;Tachyon;2019-10-03T03:54:39.062408;2019-11-06T02:59:59.999999;31,0;74,20454545454545;4400,0;4410,124891003334;3265,0;3272,513129346792;flex;successful;SP;SP;Campinas;4818;False;True;1,0;False;False;7;85;85;masculino;daniel gomes pinto de sousa;daniel sousa;75,0;75,172583369375;1;True;53;5;129;True;True;False;False;False;True;True;False;False;False;True;True;False;False;False;False;True;False;True;False;False
catarse;2019;101768;Relâmpago Volume 1;2019-08-26T19:38:29.701516;2019-10-26T02:59:59.999999;60,0;0,16666666666666666;6000,0;6024,033588964501;10,0;10,040055981607502;aon;failed;RS;RS;Porto Alegre;4178;False;True;1,0;False;False;1;1;1;masculino;victor damião silva da silva;compêndio comics;90,0;90,36050383446752;1;True;4;1;5;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;False;True
catarse;2019;101784;Marighella #LIVRE;2019-09-23T03:01:00.953034;2019-11-13T02:59:59.999999;50,0;668,5;2000,0;2006,4063542645476;13370,0;13412,8264782585;flex;successful;SP;SP;São Paulo;5274;False;True;1,0;False;False;32;285;291;masculino;rogério francisco borges pereira faria;rogério faria;41,0;41,13133026242322;1;True;126;3;77;False;False;True;False;True;True;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False
catarse;2019;101819;Barril Dobrado (HQs)!;2019-09-04T15:18:06.571329;2019-10-05T02:59:59.999999;30,0;48,714285714285715;3500,0;3511,2111199629585;1705,0;1710,4614170105267;aon;failed;PE;PE;Petrolina;3313;False;True;1,0;False;False;2;32;32;masculino;daiandreson victor morgado gomes;daiandreson victor;100,0;100,32031771322737;1;True;4;2;37;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False
catarse;2019;101896;Fuzuê Nerd - edição SP 2019;2019-08-27T06:18:40.298216;2019-11-06T01:59:59.999999;70,0;14,822222222222223;4500,0;4518,025191723376;667,0;669,6717339732204;flex;successful;SP;SP;São Paulo;5274;False;True;1,0;False;False;1;19;23;masculino;douglas phillips freitas;fuzuê nerd;45,0;45,18025191723376;1;True;0;2;17;False;True;False;True;True;False;False;False;True;False;False;True;True;False;True;True;False;False;True;False;False
catarse;2019;101898;Reino Vazio - volume 02;2019-09-02T15:15:59.535932;2019-10-23T02:59:59.999999;50,0;4,385714285714286;7000,0;7022,422239925917;307,0;307,98337537960805;flex;successful;SP;SP;Diadema;4863;False;True;1,0;False;False;5;13;14;masculino;claudio alves gomes sampaio;claudio alves;30,0;30,096095313968213;1;True;117;2;64;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
catarse;2019;102032;Histórias de tirar o sono;2019-08-25T19:06:41.029721;2019-09-15T02:59:59.999999;20,0;0,0;2000,0;2008,0111963215006;0,0;0,0;aon;failed;MG;MG;Juiz de Fora;1987;False;True;1,0;False;False;0;0;0;feminino;ana paula almeida negreiros;histórias de tirar o sono;10,0;10,040055981607502;1;True;0;3;5;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
catarse;2019;102046;Corenstein - Volume 2;2019-09-05T03:03:48.158292;2019-10-12T02:59:59.999999;36,0;130,82171428571428;14000,0;14044,844479851834;18315,04;18373,70631730468;aon;successful;RJ;RJ;Rio de Janeiro;3662;False;True;1,0;False;False;8;307;312;feminino;cora ottoni;cora ottoni;100,0;100,32031771322737;1;False;62;2;134;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
catarse;2019;102078;Brisa Errada;2019-09-05T12:44:22.456733;2019-11-05T01:59:59.999999;60,0;76,34444444444445;9000,0;9028,828594190463;6871,0;6893,009030075852;aon;failed;SP;SP;São Paulo;5274;False;True;1,0;False;False;3;124;126;feminino;amanda malheiros trindade;treze;200,0;200,64063542645474;1;True;5;1;9;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True
catarse;2019;102138;Eruvë 02;2019-09-02T03:32:24.018964;2019-10-13T02:59:59.999999;40,0;109,78563636363636;11000,0;11035,23494845501;12076,42;12115,102912383732;aon;successful;AL;AL;Maceió;151;False;True;1,0;False;False;24;141;164;feminino;mariana petrovana ferreira da silva;mariana petrovana (youko);1000,0;1003,2031771322738;1;True;57;2;143;False;False;True;False;True;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False
catarse;2019;102278;Coisas da Vida 2;2019-09-16T21:05:25.488836;2019-10-27T02:59:59.999999;40,0;117,63636363636364;5500,0;5517,617474227505;6470,0;6490,7245560458105;aon;successful;SP;SP;Campinas;4818;False;True;1,0;False;False;2;52;59;feminino;ana lívia cardoso vidal de souza;ana li;100,0;100,32031771322737;1;False;7;1;16;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
